Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Esteban Fernández,Meio-campista,0,0,0,0,0.1,0.1,0.1,0.2,0,5,5,0.00,0.00,0.00,0.00,0.00,0.18,0.22,0.40,0.40,1,0,0.0,2.37,0.00,0.00,0,23.1,0,0,0.07,-0.1,-0.1,23,30,76.7,406,104,7,7,100.0,12,13,92.3,2,5,40.0,0.1,-0.1,2,3,2,0,23,7,3,0,0,5,23,3,7.11,2,1,0,0,0,0,1,2.37,1,0,0,0,0,0,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,44,0,2,16,26,1,44,3,0,0.0,3,100.0,23,97,14,1,0,26,0,3,0,0,0
Ezequiél Fernández,Meio-campista,2,1,3,2,0.9,0.9,0.3,1.2,7,30,13,0.46,0.23,0.68,0.46,0.68,0.21,0.06,0.27,0.27,8,4,50.0,1.82,0.91,0.25,0.50,20.6,0,0,0.12,+1.1,+1.1,296,336,88.1,4729,1617,149,162,92.0,101,110,91.8,26,33,78.8,0.5,+0.7,5,29,4,0,327,7,4,1,1,1,296,19,4.33,16,0,1,0,1,1,4,0.91,3,0,1,0,0,0,12,8,3,7,2,6,12,50.0,6,8,2,6,2,14,2,0,387,5,68,243,77,7,387,10,7,70.0,3,30.0,252,1101,570,9,0,299,11,32,3,4,42.9
Federico Fernández,Defensor,0,0,0,0,0.4,0.4,0.2,0.6,1,17,1,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.12,4,0,0.0,0.80,0.00,0.00,0,9.5,0,0,0.11,-0.4,-0.4,259,293,88.4,5292,2103,70,75,93.3,157,167,94.0,28,42,66.7,0.1,-0.2,2,15,0,0,284,9,9,0,1,0,259,3,0.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,4,25.0,3,3,3,0,6,7,24,0,336,38,170,161,6,5,336,1,1,100.0,0,0.0,179,927,636,0,0,222,5,20,16,15,51.6
Gustavo Fernández,Atacante,0,0,0,0,0.2,0.2,0.2,0.4,8,6,34,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.10,0.10,4,1,25.0,1.02,0.26,0.00,0.00,17.4,0,0,0.04,-0.2,-0.2,66,109,60.6,702,143,44,59,74.6,9,24,37.5,2,4,50.0,0.2,-0.2,3,3,3,1,107,2,0,0,0,5,66,6,1.53,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,4,2,0,2,2,0,1,0.0,1,1,0,1,2,6,4,0,166,4,10,67,91,8,166,8,2,25.0,6,75.0,101,621,161,4,2,145,11,13,12,18,40.0
Ignacio Fernández,Meio-campista,1,3,4,1,1.0,1.0,0.5,1.5,12,57,56,0.17,0.51,0.68,0.17,0.68,0.16,0.09,0.26,0.26,11,4,36.4,1.87,0.68,0.09,0.25,18.9,0,0,0.09,0.0,0.0,345,438,78.8,5270,1784,183,211,86.7,130,152,85.5,18,43,41.9,1.0,+2.5,12,42,10,0,400,37,16,5,0,20,345,26,4.45,22,1,0,1,2,0,4,0.68,2,1,0,0,1,0,14,10,9,3,2,8,18,44.4,10,5,2,3,3,17,7,0,519,8,62,276,182,18,519,21,4,19.0,14,66.7,314,1227,589,13,1,400,21,30,7,8,46.7
Julián Fernández,Meio-campista,0,0,0,0,0.1,0.1,0.0,0.1,1,13,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,2,1,50.0,0.60,0.30,0.00,0.00,19.8,0,0,0.03,-0.1,-0.1,83,110,75.5,1178,322,50,58,86.2,30,38,78.9,1,5,20.0,0.2,0.0,1,7,1,0,108,2,2,0,0,1,83,2,0.60,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,11,5,4,6,1,7,12,58.3,5,7,1,6,7,18,5,0,163,7,32,98,34,7,163,7,1,14.3,6,85.7,69,201,63,0,0,73,3,20,7,3,70.0
Martín Fernández,Meio-campista,0,0,0,0,0.3,0.3,0.1,0.3,3,23,9,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.06,5,3,60.0,0.96,0.58,0.00,0.00,19.0,0,0,0.05,-0.3,-0.3,190,248,76.6,3818,1037,61,77,79.2,91,107,85.0,31,48,64.6,0.2,-0.1,2,27,2,0,236,11,8,0,5,4,190,9,1.73,7,1,0,1,0,0,1,0.19,1,0,0,0,0,0,12,8,4,7,1,10,20,50.0,10,3,2,1,7,19,5,0,296,7,53,192,51,5,296,7,1,14.3,3,42.9,139,685,378,3,0,172,7,28,7,5,58.3
Nicolás Fernández,Atacante,3,2,5,3,1.8,1.8,1.1,2.9,9,24,35,0.48,0.32,0.80,0.48,0.80,0.28,0.18,0.46,0.46,21,5,23.8,3.37,0.80,0.14,0.60,17.6,2,0,0.08,+1.2,+1.2,112,161,69.6,1853,560,61,74,82.4,31,47,66.0,14,27,51.9,1.2,+0.9,10,14,5,0,149,12,2,1,0,11,112,19,3.04,12,4,0,2,0,1,3,0.48,3,0,0,0,0,0,1,0,0,0,1,0,4,0.0,4,2,0,2,2,3,1,0,236,0,12,116,112,26,236,15,3,20.0,11,73.3,155,836,342,6,3,184,9,19,3,17,15.0
Player,Outros,Gls,Ast,G+A,G-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,Cmp,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Rec,Fld,Recov,Won,Lost,Won%
Nicolás Fernández,Atacante,1,1,2,1,1.1,1.1,0.0,1.2,2,6,10,0.33,0.33,0.67,0.33,0.67,0.38,0.01,0.39,0.39,14,5,35.7,4.68,1.67,0.07,0.20,21.2,1,0,0.08,-0.1,-0.1,48,69,69.6,762,138,19,27,70.4,24,29,82.8,2,5,40.0,0.3,+1.0,1,4,2,1,62,7,0,0,1,2,48,5,1.67,5,0,0,0,0,0,1,0.33,1,0,0,0,0,0,1,1,0,1,0,1,4,25.0,3,1,0,1,0,1,2,0,103,1,6,45,52,11,103,5,0,0.0,4,80.0,64,228,109,3,1,75,2,7,3,3,50.0
Nicolás Fernández,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,6,10,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,1,0,0.0,0.52,0.00,0.00,0,33.2,0,0,0.01,0.0,0.0,88,111,79.3,1516,460,37,41,90.2,44,48,91.7,6,17,35.3,0.0,0.0,0,5,0,0,95,16,1,0,0,5,88,3,1.57,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,4,1,2,1,1,2,4,50.0,2,2,0,2,6,10,3,0,128,5,32,77,21,2,128,1,0,0.0,0,0.0,69,373,233,3,1,78,1,10,1,3,25.0
Rodrigo Fernández,Meio-campista,0,0,0,0,0.2,0.2,0.2,0.4,12,57,4,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.03,9,1,11.1,0.79,0.09,0.00,0.00,28.8,0,0,0.02,-0.2,-0.2,357,490,72.9,7385,2091,121,150,80.7,176,214,82.2,54,102,52.9,0.2,-0.2,6,55,3,0,461,26,22,2,14,9,357,13,1.13,10,1,1,0,0,1,1,0.09,0,1,0,0,0,0,38,30,11,23,4,15,36,41.7,21,20,1,19,14,52,14,1,617,25,143,396,86,3,617,13,6,46.2,7,53.8,259,1559,871,10,0,297,7,80,14,12,53.8
Thiago Fernández,Atacante,4,4,8,4,3.5,3.5,3.1,6.6,42,40,106,0.32,0.32,0.65,0.32,0.65,0.28,0.25,0.53,0.53,21,7,33.3,1.70,0.57,0.19,0.57,17.0,0,0,0.17,+0.5,+0.5,235,347,67.7,3389,1061,144,181,79.6,66,92,71.7,15,32,46.9,2.6,+0.9,26,20,20,2,323,21,6,4,4,21,235,47,3.80,34,7,2,1,3,0,10,0.81,8,1,1,0,0,0,17,8,2,10,5,7,19,36.8,12,8,1,7,7,24,7,0,509,8,48,204,267,46,509,43,18,41.9,22,51.2,297,2196,1044,29,14,344,17,46,11,16,40.7
Tomás Fernández,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,2,14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,166,187,88.8,2894,1059,69,73,94.5,84,88,95.5,11,20,55.0,0.0,0.0,0,4,0,0,184,3,3,0,0,0,166,2,0.60,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,4,6,1,1,3,6,50.0,3,2,1,1,7,15,6,1,218,21,119,94,6,0,218,4,2,50.0,2,50.0,116,594,296,1,0,139,3,27,2,8,20.0
Gianluca Ferrari,Defensor,2,1,3,2,0.4,0.4,0.9,1.3,0,3,2,1.28,0.64,1.91,1.28,1.91,0.26,0.58,0.84,0.84,4,2,50.0,2.55,1.28,0.50,1.00,8.2,0,0,0.10,+1.6,+1.6,21,33,63.6,551,258,3,6,50.0,10,15,66.7,7,11,63.6,0.1,+0.1,2,4,3,2,32,1,0,0,0,2,21,3,1.89,2,0,0,1,0,0,2,1.26,1,0,0,1,0,0,4,3,3,0,1,2,4,50.0,2,0,0,0,4,8,11,0,57,10,30,21,8,5,57,0,0,0,0,0,14,96,76,1,1,18,0,4,6,4,60.0
Cristian Ferreira,Meio-campista,1,0,1,1,0.3,0.3,0.2,0.5,3,18,18,0.42,0.00,0.42,0.42,0.42,0.14,0.08,0.22,0.22,8,5,62.5,3.35,2.09,0.13,0.20,28.8,6,0,0.04,+0.7,+0.7,111,147,75.5,1730,489,60,70,85.7,42,50,84.0,7,21,33.3,0.6,-0.2,5,18,6,0,129,18,6,0,1,15,111,11,4.58,8,0,0,2,1,0,0,0.00,0,0,0,0,0,0,3,2,1,0,2,2,4,50.0,2,1,0,1,0,3,0,0,175,0,5,97,74,4,175,11,6,54.5,4,36.4,106,534,241,6,0,128,3,12,0,4,0.0
Lucas Ferreira,Defensor,0,1,1,0,0.1,0.1,0.1,0.2,4,20,3,0.00,0.14,0.14,0.00,0.14,0.01,0.01,0.02,0.02,1,0,0.0,0.14,0.00,0.00,0,10.6,0,0,0.07,-0.1,-0.1,296,371,79.8,5897,2133,103,117,88.0,158,178,88.8,33,63,52.4,0.1,+0.9,3,20,2,1,348,22,6,1,8,7,296,8,1.08,7,0,0,0,1,0,1,0.14,1,0,0,0,0,0,11,4,4,6,1,9,13,69.2,4,13,7,6,10,21,28,0,458,45,253,194,13,1,458,11,4,36.4,6,54.5,240,998,549,1,0,271,4,30,21,14,60.0
Facundo Ferreyra,Atacante,1,0,1,1,1.3,1.3,0.2,1.6,0,2,5,0.71,0.00,0.71,0.71,0.71,0.96,0.16,1.12,1.12,2,1,50.0,1.43,0.71,0.50,1.00,8.4,0,0,0.67,-0.3,-0.3,19,29,65.5,217,31,8,11,72.7,7,10,70.0,0,0,0,0.2,-0.2,1,1,0,0,25,4,0,0,0,0,19,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,0,3,0.0,3,1,0,1,0,2,0,0,44,0,1,32,11,4,44,3,2,66.7,1,33.3,21,87,9,1,0,33,1,2,1,13,7.1
Luciano Ferreyra,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,1,1,100.0,13,13,1,1,100.0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,4,1,0,0.0,1,100.0,1,1,1,0,0,2,0,1,0,0,0
Tiago Ferreyra,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Héctor Fértoli,Meio-campista,3,0,3,3,1.3,1.3,1.3,2.6,14,33,37,0.34,0.00,0.34,0.34,0.34,0.15,0.15,0.29,0.29,12,4,33.3,1.38,0.46,0.25,0.75,19.0,0,0,0.12,+1.7,+1.7,272,388,70.1,4898,1340,122,141,86.5,99,122,81.1,35,87,40.2,1.2,-1.3,12,32,6,1,339,46,19,2,8,61,272,19,2.18,11,6,1,1,0,0,1,0.11,0,0,0,1,0,0,18,10,5,11,2,6,12,50.0,6,3,0,3,6,24,5,0,489,3,77,250,165,15,489,20,8,40.0,10,50.0,267,1345,503,4,1,305,17,65,5,7,41.7
Jorge Figal,Defensor,0,0,0,0,0.1,0.1,0.0,0.2,3,15,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.03,4,1,25.0,0.69,0.17,0.00,0.00,15.0,0,0,0.04,-0.1,-0.1,255,306,83.3,5051,1655,85,96,88.5,136,152,89.5,30,48,62.5,0.1,0.0,2,16,1,1,284,22,8,0,2,2,255,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,12,8,8,4,0,7,12,58.3,5,15,7,8,3,15,23,0,376,49,206,144,26,4,376,3,2,66.7,1,33.3,195,935,502,1,0,236,3,23,15,8,65.2
Jose Florentín,Meio-campista,1,2,3,1,0.4,0.4,1.0,1.4,4,21,6,0.25,0.50,0.75,0.25,0.75,0.11,0.26,0.36,0.36,7,2,28.6,1.75,0.50,0.14,0.50,20.7,0,0,0.06,+0.6,+0.6,118,158,74.7,2065,808,53,66,80.3,51,65,78.5,10,18,55.6,0.2,+1.0,4,26,1,0,151,7,3,0,1,0,118,9,2.25,7,0,0,2,0,0,2,0.50,2,0,0,0,0,0,10,7,2,8,0,2,9,22.2,7,9,2,7,13,23,10,0,232,14,48,164,21,6,232,5,0,0.0,5,100.0,84,441,221,2,1,94,2,17,11,13,45.8
Francisco Flores,Defensor,0,0,0,0,0.1,0.1,0.0,0.1,0,10,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,1,0,0.0,0.21,0.00,0.00,0,9.3,0,0,0.07,-0.1,-0.1,106,151,70.2,2241,1083,33,40,82.5,54,61,88.5,17,42,40.5,0.1,0.0,0,10,1,0,142,9,8,0,0,0,106,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,5,5,1,0,5,8,62.5,3,7,4,3,6,12,14,0,193,25,103,86,6,2,193,2,2,100.0,0,0.0,67,291,127,0,0,88,1,22,11,12,47.8
Santiago Flores,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,1,0,0.0,0.50,0.00,0.00,0,34.7,0,0,0.02,0.0,0.0,79,99,79.8,1544,425,27,31,87.1,44,46,95.7,8,22,36.4,0.0,0.0,0,6,0,0,98,1,1,0,1,0,79,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,2,0,0,1,2,50.0,1,2,1,1,1,3,10,0,118,13,56,57,6,1,118,1,1,100.0,0,0.0,76,342,206,2,0,82,0,8,7,2,77.8
Nicolas Fonseca,Meio-campista,0,0,0,0,0.1,0.1,0.1,0.2,7,49,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.04,4,1,25.0,0.65,0.16,0.00,0.00,28.2,0,0,0.03,-0.1,-0.1,363,432,84.0,6037,2004,170,194,87.6,152,166,91.6,31,47,66.0,0.3,-0.1,4,64,4,0,421,10,9,1,1,1,363,6,0.97,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,24,17,10,13,1,14,19,73.7,5,8,5,3,16,40,12,0,509,17,109,357,46,1,509,3,1,33.3,1,33.3,306,1137,506,8,0,335,4,44,8,7,53.3
Agustín Fontana,Atacante,1,0,1,0,1.9,1.1,0.3,1.4,0,2,14,0.40,0.00,0.40,0.00,0.00,0.75,0.13,0.88,0.56,7,4,57.1,2.83,1.61,0.00,0.00,15.3,0,1,0.15,-0.9,-1.1,26,46,56.5,436,46,10,19,52.6,11,15,73.3,3,4,75.0,0.0,-0.3,2,1,0,0,39,6,0,0,0,2,26,6,2.42,3,0,0,3,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,1,3,33.3,2,1,0,1,1,2,2,0,74,2,5,33,36,11,73,3,0,0.0,3,100.0,42,152,39,0,0,53,4,5,5,10,33.3
Ezequiel Forclaz,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,6,5,12,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,45,64,70.3,624,205,28,37,75.7,9,16,56.3,5,6,83.3,0.1,0.0,1,4,0,0,61,3,1,0,0,2,45,2,1.53,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,0,1,0,1,0.0,1,1,1,0,1,3,3,0,84,2,9,36,39,6,84,10,2,20.0,7,70.0,42,265,151,2,2,59,0,8,0,2,0.0
Juan Franco Arrellaga,Defensor,1,0,1,1,0.3,0.3,0.1,0.4,5,13,20,0.15,0.00,0.15,0.15,0.15,0.05,0.01,0.06,0.06,4,3,75.0,0.59,0.44,0.25,0.33,20.7,0,0,0.08,+0.7,+0.7,144,241,59.8,2761,1500,53,72,73.6,75,104,72.1,13,52,25.0,0.1,-0.1,2,8,2,0,143,98,3,1,0,15,144,4,0.59,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,15,13,12,3,0,12,17,70.6,5,9,4,5,7,22,19,0,333,12,112,134,90,3,333,17,3,17.6,12,70.6,118,581,216,3,1,106,9,23,7,11,38.9
Franco Pardo,Defensor,2,0,2,2,1.2,1.2,0.4,1.6,12,40,4,0.12,0.00,0.12,0.12,0.12,0.07,0.03,0.10,0.10,13,4,30.8,0.81,0.25,0.15,0.50,12.6,0,0,0.09,+0.8,+0.8,557,716,77.8,13253,5869,95,117,81.2,343,381,90.0,118,207,57.0,0.3,-0.4,5,43,2,0,660,54,30,1,7,2,557,13,0.81,7,2,1,1,2,0,0,0.00,0,0,0,0,0,0,31,24,23,8,0,19,26,73.1,7,14,9,5,21,52,63,0,885,107,461,401,33,22,885,13,7,53.8,5,38.5,445,2275,1369,3,1,479,14,68,49,19,72.1
Ramiro Funes Mori,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,52,64,81.3,1036,344,16,17,94.1,30,33,90.9,6,12,50.0,0.0,0.0,0,0,0,0,62,2,1,0,0,0,52,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,2,0,0,2,2,100.0,0,0,0,0,1,3,9,0,79,15,53,25,1,0,79,0,0,0,0,0,49,244,123,0,0,53,1,4,3,3,50.0
Francisco Fydriszewski,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,1,0,0.0,1.41,0.00,0.00,0,27.8,0,0,0.03,0.0,0.0,10,14,71.4,129,22,5,9,55.6,4,4,100.0,0,0,0,0.0,0.0,0,0,0,0,13,1,0,0,0,0,10,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,2,4,2,0,26,2,5,9,12,2,26,0,0,0,0,0,8,26,2,0,0,15,0,4,4,5,44.4
Player,Outros,Gls,Ast,G+A,G-PK,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PKatt,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,Cmp,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Rec,Fld,Recov,Won,Lost,Won%
Nicolás Gaitán,Meio-campista,0,1,1,0,0.7,0.7,0.5,1.3,7,21,14,0.00,0.25,0.25,0.00,0.25,0.17,0.13,0.31,0.31,7,0,0.0,1.72,0.00,0.00,0,16.5,0,0,0.10,-0.7,-0.7,87,160,54.4,1798,769,33,50,66.0,30,50,60.0,19,47,40.4,0.6,+0.5,10,17,7,3,144,15,7,2,3,21,87,14,3.43,12,2,0,0,0,0,1,0.25,1,0,0,0,0,0,10,4,4,4,2,4,9,44.4,5,3,0,3,5,15,3,0,203,3,30,102,74,9,203,4,1,25.0,3,75.0,89,389,223,5,0,127,4,20,3,9,25.0
Matías Galarza,Meio-campista,1,0,1,1,1.6,1.6,0.3,1.8,6,28,41,0.12,0.00,0.12,0.12,0.12,0.19,0.03,0.23,0.23,13,8,61.5,1.59,0.98,0.08,0.13,17.9,0,0,0.12,-0.6,-0.6,191,254,75.2,3021,722,101,121,83.5,63,85,74.1,17,28,60.7,0.3,-0.3,9,23,6,3,244,10,5,0,2,15,191,16,1.96,13,1,0,0,2,0,1,0.12,0,0,0,0,1,0,22,12,6,11,5,6,19,31.6,13,11,2,9,6,28,6,0,370,8,45,212,117,15,370,21,8,38.1,12,57.1,201,794,244,9,2,235,8,48,9,16,36.0
Matías Galarza,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,9,14,64.3,169,42,1,3,33.3,7,7,100.0,0,1,0.0,0.0,0.0,0,2,0,0,13,0,0,0,0,0,9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,20,3,6,13,1,0,20,1,0,0.0,1,100.0,13,43,4,1,0,10,1,2,1,1,50.0
Thomas Galdames,Defensor,0,0,0,0,0.1,0.1,0.3,0.4,0,16,8,0.00,0.00,0.00,0.00,0.00,0.07,0.14,0.21,0.21,3,1,33.3,1.50,0.50,0.00,0.00,24.8,1,0,0.05,-0.1,-0.1,80,110,72.7,1746,1006,23,30,76.7,38,43,88.4,17,29,58.6,0.2,-0.3,6,13,2,1,84,26,2,0,0,12,80,11,5.50,6,3,1,0,1,0,0,0.00,0,0,0,0,0,0,5,3,1,2,2,3,4,75.0,1,3,1,2,1,6,6,0,134,7,39,50,48,2,134,3,2,66.7,0,0.0,62,212,127,4,0,71,2,6,4,0,100.0
David Gallardo,Meio-campista,0,0,0,0,0.1,0.1,0.0,0.1,5,2,8,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.10,0.10,2,1,50.0,1.46,0.73,0.00,0.00,22.8,0,0,0.05,-0.1,-0.1,15,30,50.0,229,98,7,9,77.8,7,11,63.6,0,4,0.0,0.0,0.0,1,1,1,0,23,7,0,0,0,8,15,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,0,4,0,2,5,40.0,3,4,1,3,0,4,0,0,52,0,10,25,19,2,52,7,3,42.9,3,42.9,27,270,140,2,1,26,5,8,1,2,33.3
