Nome do jogador,Posição do jogador,Gols feitos,Assistências,Gols + Assistências,Gols normais (exceto pênaltis),Gols esperados,Gols normais esperados (exceto pênaltis),Assistências esperadas,Gols esperados + Assistências esperadas (exceto pênaltis),Conduções progressivas,Passes progressivos,Passes progressivos recebidos,Gols por 90 minutos,Assistências por 90 minutos,Gols + Assistências por 90 minutos,Gols normais por 90 minutos,Gols + Assistências exceto pênaltis por 90 minutos,Gols esperados por 90 minutos,Assistências esperadas por 90 minutos,Gols + Assistências esperadas por 90 minutos,Gols normais + Assistências esperadas por 90 minutos,Total de chutes,Chutes a gol,Porcentagem de Chutes a gol,Chutes por 90 minutos,Chutes a gol por 90 minutos,Gols por chute,Gols por chute a gol,Distância média das finalizações,Chutes de falta,Pênaltis batidos,Gols normais esperados por chute,Diferença entre Gols e Gols Esperados (G-xG),Diferença entre Gols normais e Gols Esperados (G-xG),Passes concluídos,Passes tentados,Porcentagem de conclusão de passes,Distância total dos passes,Distância progressiva dos passes,Passes curtos concluídos,Passes curtos tentados,Porcentagem de passes curtos concluídos,Passes médios concluídos,Passes médios tentados,Porcentagem de passes médios concluídos,Passes longos concluídos,Passes longos tentados,Porcentagem de passes longos concluídos,Expectativa de assistencias,Assistencias menos gol assistidos esperados,Passes importantes,Passes no terço final,Passes para a área de pênalti,Cruzamentos para a área de pênalti,Passes em jogo,Passes de bola parada,Passes de bola parada (falta),Passes entre os zagueiros,Passes de reversão (mais de 40 jardas),Cruzamentos,Passes concluídos (tipo),Ações que levam a chutes,Ações que levam a chutes por 90 minutos,Passes em jogo que levam a chutes,Passes de bola parada que levam a chutes,Faltas ganhas que levam a chutes,Chutes que levam a outros chutes,Faltas que levam a chutes,Ações defensivas que levam a chutes,Ações que levam a gols,Ações que levam a gols por 90 minutos,Passes em jogo que levam a gols,Passes de bola parada que levam a gols,Faltas ganhas que levam a gols,Chutes que levam a gols,Faltas que levam a gols,Ações defensivas que levam a gols,Botes defensivos,Botes com recuperação de posse,Botes no terço defensivo,Botes no terço médio,Botes no terço ofensivo,Dribles defendidos,Tentativas de desarme,Porcentagem de desarmes bem-sucedidos,Tentativas frustradas de desarme,Bolas bloqueadas,Chutes bloqueados,Passes bloqueados,Interceptações,Botes + Interceptações,Cortes,Erros que levaram a chutes adversários,Toques na bola,Toques na área defensiva,Toques no terço defensivo,Toques no terço médio,Toques no terço ofensivo,Toques na área ofensiva,Toques com bola em jogo,Tentativas de drible,Dribles bem-sucedidos,Porcentagem de dribles bem-sucedidos,Vezes desarmado durante o drible,Porcentagem de vezes que foi desarmado,Conduções,Distância total das conduções,Distância progressiva das conduções,Conduções para o terço final,Conduções para a área de pênalti,Passes recebidos,Faltas sofridas,Recuperações de bola,Disputas aéreas vencidas,Disputas aéreas perdidas,Porcentagem de disputas aéreas vencidas
Alexander Aravena,Atacante,0,1,1,0,0.1,0.1,0.4,0.5,3,4,15,0.0,0.55,0.55,0.0,0.55,0.05,0.21,0.26,0.26,2,1,50.0,1.1,0.55,0.0,0.0,26.8,0,0,0.04,-0.1,-0.1,36,43,83.7,490,106,22,23,95.7,12,15,80.0,1,2,50.0,0.2,0.6,2,1,2,1,42,1,0,0,0,3,36,4,2.21,3,0,0,0,1,0,1,0.55,1,0,0,0,0,0,2,2,1,1,0,0,1,0.0,1,1,0,1,2,4,4,0,68,5,15,28,26,3,68,8,3,37.5,5,62.5,43,318,117,5,0,46,2,11,3,1,75.0
Robert Arboleda,Defensor,2,0,2,2,0.9,0.9,0.5,1.4,1,35,2,0.09,0.0,0.09,0.09,0.09,0.04,0.02,0.06,0.06,11,5,45.5,0.51,0.23,0.18,0.4,10.8,0,0,0.08,1.1,1.1,1222,1346,90.8,24118,8629,356,382,93.2,716,751,95.3,138,189,73.0,0.2,-0.5,4,36,2,0,1303,43,41,0,3,0,1222,18,0.83,13,0,0,3,0,2,3,0.14,2,0,0,1,0,0,30,18,17,13,0,14,22,63.6,8,20,12,8,20,50,86,2,1519,194,873,623,29,22,1519,0,0,0.0,0,0.0,861,2971,1448,3,0,1102,10,74,55,27,67.1
Lucas Arcanjo,Goleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,576,822,70.1,14895,9379,98,99,99.0,344,346,99.4,133,372,35.8,0.0,0.0,1,4,0,0,581,239,46,0,4,0,576,3,0.11,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,4,25.0,3,0,0,0,1,2,7,3,883,735,876,7,0,0,883,0,0,0.0,0,0.0,523,2567,1571,0,0,425,7,27,9,0,100.0
Matias Arezo,Atacante,0,0,0,0,0.2,0.2,0.0,0.3,0,2,7,0.0,0.0,0.0,0.0,0.0,0.29,0.03,0.32,0.32,4,2,50.0,4.8,2.4,0.0,0.0,19.0,0,0,0.06,-0.2,-0.2,28,40,70.0,381,80,17,19,89.5,7,13,53.8,1,3,33.3,0.0,0.0,1,3,1,0,38,1,0,0,0,0,28,4,4.8,3,0,0,0,1,0,1,1.2,0,0,0,0,1,0,2,1,1,0,1,1,2,50.0,1,1,0,1,0,2,1,0,60,1,4,35,22,5,60,3,1,33.3,1,33.3,34,159,48,2,0,42,2,4,4,11,26.7
Jhon Arias,Atacante,3,2,5,3,2.5,2.5,1.8,4.3,65,51,113,0.18,0.12,0.3,0.18,0.3,0.15,0.11,0.26,0.26,34,14,41.2,2.01,0.83,0.09,0.21,18.6,2,0,0.07,0.5,0.5,632,748,84.5,8134,1914,405,420,96.4,155,179,86.6,26,64,40.6,1.8,0.2,27,50,12,5,687,58,17,1,0,70,632,68,4.02,47,6,4,2,7,2,5,0.3,4,0,0,0,0,1,30,18,10,10,10,14,28,50.0,14,21,1,20,7,37,9,0,972,15,142,438,410,52,972,83,34,41.0,38,45.8,614,3711,1925,51,8,744,46,84,12,20,37.5
Santiago Arias,Defensor,0,1,1,0,0.4,0.4,2.6,2.9,44,89,145,0.0,0.06,0.06,0.0,0.06,0.02,0.16,0.18,0.18,7,2,28.6,0.43,0.12,0.0,0.0,16.2,0,0,0.05,-0.4,-0.4,800,964,83.0,12321,4803,425,461,92.2,319,385,82.9,38,63,60.3,2.4,-1.6,22,59,34,15,825,138,7,0,1,53,800,40,2.46,32,2,1,3,1,1,3,0.18,1,0,1,1,0,0,30,22,15,12,3,12,23,52.2,11,13,5,8,14,44,37,1,1091,47,274,482,338,22,1091,12,5,41.7,6,50.0,588,2504,1464,25,4,711,20,67,12,17,41.4
Arthur,Atacante,2,1,3,2,1.6,1.6,0.8,2.5,48,35,130,0.14,0.07,0.21,0.14,0.21,0.11,0.06,0.17,0.17,30,13,43.3,2.12,0.92,0.07,0.15,19.3,1,0,0.05,0.4,0.4,352,449,78.4,5162,900,218,246,88.6,110,130,84.6,17,30,56.7,1.5,0.2,10,13,16,5,428,17,3,1,3,35,352,40,2.83,30,1,3,4,2,0,3,0.21,2,0,0,1,0,0,16,10,6,5,5,5,13,38.5,8,8,1,7,3,19,6,0,597,8,63,199,343,48,597,60,26,43.3,31,51.7,413,2730,1276,20,19,470,16,41,5,16,23.8
Arthur,Atacante,5,1,6,5,4.8,4.8,1.5,6.3,9,23,74,0.33,0.07,0.4,0.33,0.4,0.32,0.1,0.42,0.42,42,12,28.6,2.79,0.8,0.12,0.42,16.8,1,0,0.11,0.2,0.2,174,247,70.4,2376,456,105,149,70.5,53,68,77.9,7,8,87.5,0.5,-0.5,17,10,5,0,223,21,0,2,1,3,174,44,2.92,24,0,0,10,10,0,3,0.2,1,0,0,2,0,0,4,2,0,3,1,1,3,33.3,2,11,1,10,1,5,17,0,419,18,48,178,202,61,419,15,4,26.7,9,60.0,207,896,292,13,3,286,25,36,40,45,47.1
Arthur,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,100.0,33,5,1,1,100.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,4,0,0,0.0,0,0.0,2,6,1,0,0,4,1,1,2,0,100.0
Arthur,Atacante,0,0,0,0,0.1,0.1,1.0,1.1,0,1,4,0.0,0.0,0.0,0.0,0.0,0.06,0.89,0.95,0.95,1,0,0.0,0.9,0.0,0.0,0.0,13.8,0,0,0.06,-0.1,-0.1,19,23,82.6,209,22,14,17,82.4,5,6,83.3,0,0,0.0,0.1,-1.0,4,0,0,0,22,1,0,0,0,0,19,5,4.5,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,32,1,2,6,24,7,32,1,1,100.0,0,0.0,11,69,10,1,1,20,1,0,5,6,45.5
Filipe Augusto,Meio-campista,0,0,0,0,0.3,0.3,0.1,0.3,2,14,6,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.07,4,2,50.0,0.92,0.46,0.0,0.0,22.3,1,0,0.07,-0.3,-0.3,200,227,88.1,3492,728,89,100,89.0,88,98,89.8,16,17,94.1,0.2,-0.1,1,15,2,0,222,5,5,1,2,0,200,6,1.38,4,0,1,1,0,0,1,0.23,1,0,0,0,0,0,5,2,4,0,1,2,6,33.3,4,5,0,5,4,9,9,0,261,10,64,163,41,1,261,7,5,71.4,2,28.6,137,621,253,5,0,199,3,16,4,6,40.0
Renato Augusto,Meio-campista,1,0,1,1,0.4,0.4,0.1,0.6,7,18,8,0.28,0.0,0.28,0.28,0.28,0.13,0.03,0.16,0.16,3,1,33.3,0.85,0.28,0.33,1.0,26.2,0,0,0.15,0.6,0.6,159,189,84.1,2357,575,94,105,89.5,49,55,89.1,11,19,57.9,0.2,-0.1,2,12,4,0,187,2,1,1,2,3,159,6,1.7,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,5,3,1,4,5,9,55.6,4,0,0,0,5,13,3,0,216,5,42,109,67,7,216,4,2,50.0,1,25.0,135,678,320,6,1,181,2,11,2,4,33.3
Yarlen Augusto,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,1,0,0.0,1.14,0.0,0.0,0.0,17.8,0,0,0.04,0.0,0.0,5,12,41.7,58,4,4,6,66.7,1,1,100.0,0,2,0.0,0.0,0.0,0,1,0,0,12,0,0,0,0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,1,1,0,2,0.0,2,2,0,2,1,3,0,0,24,1,6,5,13,1,24,3,0,0.0,3,100.0,14,73,27,0,1,18,0,1,1,4,20.0
Pablo Baianinho,Meio-campista,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.16,0.09,0.26,0.26,2,0,0.0,6.21,0.0,0.0,0.0,23.5,0,0,0.03,-0.1,-0.1,6,11,54.5,86,47,4,4,100.0,2,4,50.0,0,2,0.0,0.0,0.0,1,0,0,0,9,2,0,0,0,3,6,3,9.31,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,18,0,2,6,10,2,18,2,0,0.0,1,50.0,6,43,17,0,0,9,1,1,0,0,0.0
Gabriel Baralhas,Meio-campista,1,2,3,1,1.9,1.9,1.6,3.6,12,81,46,0.05,0.11,0.16,0.05,0.16,0.1,0.09,0.19,0.19,36,13,36.1,1.94,0.7,0.03,0.08,22.6,0,0,0.05,-0.9,-0.9,561,684,82.0,10452,3136,220,262,84.0,255,284,89.8,66,90,73.3,0.9,0.4,21,65,12,3,659,19,13,1,17,10,561,60,3.23,43,2,1,7,4,3,5,0.27,3,0,0,2,0,0,42,21,13,25,4,15,39,38.5,24,26,5,21,24,66,25,2,907,36,166,520,229,30,907,31,11,35.5,16,51.6,450,1739,763,19,5,546,23,90,23,24,48.9
Danilo Barbosa,Meio-campista,3,1,4,3,1.3,1.3,0.4,1.7,9,53,13,0.24,0.08,0.32,0.24,0.32,0.1,0.03,0.13,0.13,13,5,38.5,1.03,0.4,0.23,0.6,18.5,0,0,0.1,1.7,1.7,489,584,83.7,8841,2931,212,249,85.1,223,249,89.6,49,67,73.1,0.4,0.6,7,60,4,0,562,21,18,0,2,0,489,23,1.83,16,0,1,2,4,0,3,0.24,1,0,0,1,1,0,29,22,17,11,1,14,19,73.7,5,14,7,7,25,54,32,0,728,50,199,441,95,15,728,19,13,68.4,5,26.3,361,1451,616,7,1,488,17,68,18,15,54.5
Diogo Barbosa,Defensor,0,0,0,0,0.0,0.0,0.5,0.5,28,53,45,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,3,0,0.0,0.24,0.0,0.0,0.0,19.4,0,0,0.01,0.0,0.0,572,684,83.6,8497,3004,337,373,90.3,200,232,86.2,22,44,50.0,0.6,-0.5,11,52,14,10,574,108,7,0,1,24,572,22,1.75,21,1,0,0,0,0,0,0.0,0,0,0,0,0,0,22,16,14,5,3,14,25,56.0,11,6,1,5,8,30,27,0,782,27,242,380,166,4,782,24,14,58.3,10,41.7,400,2219,1249,23,2,492,13,55,12,5,70.6
Gabriel Barbosa,Atacante,2,1,3,1,2.3,1.5,0.5,2.0,13,18,23,0.44,0.22,0.66,0.22,0.44,0.51,0.12,0.62,0.45,9,4,44.4,1.99,0.88,0.11,0.25,19.3,0,1,0.17,-0.3,-0.5,111,126,88.1,1715,369,61,66,92.4,38,43,88.4,7,11,63.6,0.6,0.5,5,12,6,1,118,8,1,1,0,5,111,6,1.33,5,0,1,0,0,0,1,0.22,1,0,0,0,0,0,4,2,2,2,0,2,6,33.3,4,2,0,2,0,4,0,0,153,2,8,80,65,10,152,5,2,40.0,2,40.0,111,634,282,10,0,119,5,9,1,3,25.0
Lucas Barbosa,Atacante,4,1,5,4,4.0,4.0,2.1,6.2,42,58,116,0.2,0.05,0.25,0.2,0.25,0.2,0.1,0.3,0.3,40,10,25.0,2.01,0.5,0.1,0.4,21.4,0,0,0.1,0.0,0.0,425,620,68.5,7506,1738,216,275,78.5,141,198,71.2,56,92,60.9,3.0,-1.1,21,41,13,4,608,9,1,2,14,41,425,40,1.97,36,0,0,1,3,0,2,0.1,2,0,0,0,0,0,50,28,16,21,13,25,54,46.3,29,43,2,41,15,65,16,1,883,19,128,434,333,57,883,32,12,37.5,18,56.3,508,3041,1175,29,9,621,29,68,41,52,44.1
Alexander Barboza,Defensor,0,1,1,0,0.4,0.4,0.9,1.3,8,56,6,0.0,0.07,0.07,0.0,0.07,0.03,0.06,0.09,0.09,15,3,20.0,1.03,0.21,0.0,0.0,18.5,0,0,0.03,-0.4,-0.4,642,778,82.5,12361,4514,217,246,88.2,350,394,88.8,66,118,55.9,0.4,0.1,6,41,2,0,736,39,20,1,0,2,642,14,0.96,11,0,0,2,0,1,1,0.07,1,0,0,0,0,0,14,9,9,4,1,7,11,63.6,4,21,15,6,17,31,80,0,939,150,431,476,36,14,939,6,5,83.3,1,16.7,492,2207,1263,2,0,581,3,66,47,22,68.1
Mateo Barcia,Meio-campista,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,4,75.0,31,4,3,3,100.0,0,0,0.0,0,1,0.0,0.0,0.0,0,1,0,0,4,0,0,0,0,1,3,2,7.2,1,0,1,0,0,0,1,3.6,0,0,1,0,0,0,4,3,1,3,0,3,5,60.0,2,0,0,0,1,5,1,0,16,1,6,9,2,0,16,2,1,50.0,1,50.0,8,63,2,0,0,7,0,1,1,3,25.0
Álvaro Barreal,Meio-campista,2,4,6,2,1.8,1.8,1.5,3.3,16,52,82,0.16,0.31,0.47,0.16,0.47,0.14,0.12,0.26,0.26,27,9,33.3,2.11,0.7,0.07,0.22,21.4,2,0,0.07,0.2,0.2,465,618,75.2,7795,2256,251,279,90.0,156,199,78.4,47,91,51.6,1.5,2.5,24,44,18,11,580,34,8,0,6,54,465,44,3.44,32,8,1,3,0,0,5,0.39,5,0,0,0,0,0,31,19,11,13,7,11,27,40.7,16,34,4,30,4,35,16,1,798,19,172,374,255,35,798,32,14,43.8,17,53.1,442,1890,855,13,4,546,18,58,3,10,23.1
Barreto,Meio-campista,2,1,3,2,2.4,2.4,0.6,3.0,15,74,27,0.11,0.05,0.16,0.11,0.16,0.12,0.03,0.16,0.16,15,6,40.0,0.79,0.32,0.13,0.33,19.8,0,0,0.19,-0.4,-0.4,570,678,84.1,8865,2866,306,337,90.8,199,233,85.4,39,50,78.0,1.0,0.4,11,62,11,0,648,28,26,3,1,5,570,28,1.47,22,0,2,2,2,0,5,0.26,3,0,0,2,0,0,36,25,21,12,3,20,44,45.5,24,38,9,29,12,48,26,0,871,57,253,473,151,25,871,23,14,60.9,8,34.8,423,2175,1169,15,1,519,19,104,26,10,72.2
Gabriel Barros,Atacante,0,0,0,0,0.0,0.0,0.0,0.0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,18,24,75.0,374,104,10,10,100.0,5,7,71.4,3,5,60.0,0.0,0.0,1,4,1,1,23,1,0,0,1,2,18,1,1.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,0,2,5,40.0,3,1,0,1,0,2,0,0,30,0,4,18,9,0,30,3,3,100.0,0,0.0,18,121,30,0,0,19,1,4,1,1,50.0
Bastos,Defensor,3,0,3,3,1.1,1.1,0.1,1.1,9,85,4,0.12,0.0,0.12,0.12,0.12,0.04,0.0,0.05,0.05,13,4,30.8,0.54,0.17,0.23,0.75,10.1,0,0,0.08,1.9,1.9,1225,1347,90.9,23176,8282,415,438,94.7,685,721,95.0,109,162,67.3,0.3,-0.1,4,78,2,0,1290,55,43,1,1,1,1225,13,0.54,12,0,0,1,0,0,2,0.08,2,0,0,0,0,0,27,22,14,10,3,15,26,57.7,11,21,14,7,26,53,93,1,1537,153,684,808,54,16,1537,4,2,50.0,2,50.0,893,3749,1931,7,0,1072,5,94,43,21,67.2
Rodrigo Battaglia,Defensor,0,0,0,0,0.4,0.4,0.1,0.5,18,70,6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.03,9,2,22.2,0.46,0.1,0.0,0.0,17.8,0,0,0.05,-0.4,-0.4,1064,1196,89.0,18862,5871,425,460,92.4,551,588,93.7,75,123,61.0,0.4,-0.1,6,67,4,1,1128,67,65,0,1,2,1064,19,0.98,16,0,1,1,1,0,3,0.15,3,0,0,0,0,0,28,17,16,11,1,17,27,63.0,10,22,12,10,10,38,72,2,1374,163,575,710,97,10,1374,13,5,38.5,6,46.2,771,4517,2611,19,0,929,12,74,45,26,63.4
José Luis Rodríguez Bebanz,Defensor,0,1,1,0,0.2,0.2,1.3,1.5,10,25,38,0.0,0.2,0.2,0.0,0.2,0.05,0.25,0.3,0.3,10,0,0.0,2.03,0.0,0.0,0.0,26.6,0,0,0.02,-0.2,-0.2,148,224,66.1,2440,823,71,84,84.5,58,86,67.4,11,34,32.4,1.1,-0.3,8,17,6,4,178,45,4,0,1,29,148,12,2.43,10,0,0,2,0,0,2,0.4,2,0,0,0,0,0,13,9,12,1,0,9,20,45.0,11,8,1,7,3,16,25,0,291,22,79,101,113,8,291,3,0,0.0,3,100.0,123,598,407,8,2,144,1,20,10,7,58.8
Muriel Becker,Goleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,20,30,66.7,879,747,2,2,100.0,5,5,100.0,13,23,56.5,0.0,0.0,0,2,1,0,16,14,4,0,0,0,20,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,30,23,30,0,0,0,30,0,0,0.0,0,0.0,11,101,67,0,0,10,1,0,1,1,50.0
Ramiro Benetti,Meio-campista,1,0,1,1,0.5,0.5,0.6,1.2,7,40,27,0.08,0.0,0.08,0.08,0.08,0.04,0.05,0.1,0.1,7,2,28.6,0.58,0.17,0.14,0.5,16.8,0,0,0.08,0.5,0.5,481,599,80.3,7153,1913,251,299,83.9,191,218,87.6,22,40,55.0,0.8,-0.6,4,44,7,1,564,33,7,1,2,17,481,20,1.66,17,2,0,0,0,1,1,0.08,1,0,0,0,0,0,23,14,7,12,4,16,37,43.2,21,14,3,11,15,38,21,0,715,32,156,405,155,14,715,3,1,33.3,2,66.7,319,1176,481,7,2,457,9,45,13,14,48.1
Bento,Goleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,121,171,70.8,4251,3329,20,20,100.0,44,48,91.7,57,101,56.4,0.0,0.0,0,4,0,0,112,58,10,0,0,0,121,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,184,156,183,1,0,0,184,0,0,0.0,0,0.0,97,508,285,0,0,76,0,4,2,0,100.0
Alexandro Bernabei,Defensor,1,2,3,1,0.9,0.9,2.6,3.5,33,65,51,0.08,0.15,0.23,0.08,0.23,0.07,0.2,0.27,0.27,11,4,36.4,0.85,0.31,0.09,0.25,18.4,0,0,0.08,0.1,0.1,589,756,77.9,10222,4316,262,304,86.2,256,316,81.0,58,94,61.7,2.9,-0.6,25,52,15,7,580,174,20,3,0,56,589,43,3.33,33,5,4,0,0,1,3,0.23,3,0,0,0,0,0,31,20,11,17,3,14,29,48.3,15,14,5,9,28,59,25,0,921,35,227,444,266,42,921,34,17,50.0,16,47.1,461,2486,1447,22,14,478,7,78,23,12,65.7
Facundo Bernal,Meio-campista,0,0,0,0,0.2,0.2,0.1,0.2,2,15,2,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.05,8,3,37.5,1.76,0.66,0.0,0.0,29.2,0,0,0.02,-0.2,-0.2,182,207,87.9,3201,769,72,77,93.5,93,96,96.9,11,25,44.0,0.1,-0.1,1,14,0,0,202,5,5,0,4,0,182,3,0.66,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,3,4,5,0,4,8,50.0,4,6,1,5,5,14,11,0,261,18,70,167,25,1,261,5,3,60.0,2,40.0,147,660,241,3,0,177,5,17,9,3,75.0
Bernard,Meio-campista,0,0,0,0,0.4,0.4,1.2,1.6,20,38,56,0.0,0.0,0.0,0.0,0.0,0.07,0.19,0.25,0.25,5,0,0.0,0.78,0.0,0.0,0.0,22.0,1,0,0.08,-0.4,-0.4,270,338,79.9,4227,1062,141,162,87.0,109,135,80.7,15,25,60.0,1.3,-1.2,18,30,10,2,316,21,7,0,2,24,270,29,4.52,23,3,3,0,0,0,1,0.16,1,0,0,0,0,0,12,7,3,7,2,5,12,41.7,7,3,1,2,2,14,4,0,393,4,32,182,182,18,393,23,12,52.2,11,47.8,243,1126,557,14,5,307,6,28,0,2,0.0
Raul Bicalho,Defensor,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,49,61,80.3,1096,376,13,17,76.5,27,29,93.1,9,13,69.2,0.0,0.0,0,2,0,0,60,1,1,0,2,1,49,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,4,2,0,71,4,39,27,5,1,71,3,2,66.7,1,33.3,37,130,62,0,0,47,0,1,1,4,20.0
Matheus Bidu,Defensor,1,0,1,1,0.5,0.5,0.5,1.0,19,32,27,0.13,0.0,0.13,0.13,0.13,0.06,0.06,0.13,0.13,10,3,30.0,1.31,0.39,0.1,0.33,22.1,0,0,0.05,0.5,0.5,362,429,84.4,5917,2163,196,208,94.2,137,152,90.1,25,51,49.0,1.3,-0.5,7,33,8,4,349,78,18,1,3,23,362,22,2.87,17,2,1,0,2,0,1,0.13,1,0,0,0,0,0,19,10,10,9,0,10,16,62.5,6,8,2,6,12,31,19,0,515,30,166,245,113,12,515,10,7,70.0,3,30.0,273,1358,786,11,2,287,15,54,2,7,22.2
Biel,Atacante,4,4,8,4,3.8,3.8,3.0,6.8,31,31,79,0.52,0.52,1.04,0.52,1.04,0.5,0.39,0.89,0.89,22,8,36.4,2.87,1.04,0.18,0.5,17.0,0,0,0.17,0.2,0.2,198,259,76.4,2715,757,121,138,87.7,61,75,81.3,8,17,47.1,2.1,1.0,17,9,13,0,243,13,0,3,3,15,198,36,4.7,26,3,2,2,3,0,5,0.65,4,0,1,0,0,0,5,4,2,2,1,1,10,10.0,9,6,1,5,5,10,7,0,351,6,52,127,176,36,351,30,12,40.0,15,50.0,231,1547,915,23,10,267,17,22,1,5,16.7
Biro,Meio-campista,0,0,0,0,0.1,0.1,0.0,0.1,1,3,3,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,2,0,0.0,11.25,0.0,0.0,0.0,29.0,0,0,0.04,-0.1,-0.1,12,14,85.7,186,55,9,9,100.0,1,3,33.3,2,2,100.0,0.0,0.0,0,0,1,0,14,0,0,0,0,0,12,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,19,0,1,6,12,1,19,0,0,0.0,0,0.0,13,95,55,2,0,15,0,1,0,0,0.0
Damián Bobadilla,Meio-campista,1,0,1,1,0.9,0.9,0.8,1.7,7,52,11,0.09,0.0,0.09,0.09,0.09,0.08,0.07,0.16,0.16,15,2,13.3,1.42,0.19,0.07,0.5,22.7,0,0,0.06,0.1,0.1,497,551,90.2,8746,2588,197,220,89.5,238,252,94.4,44,51,86.3,0.7,-0.8,13,60,10,4,533,17,12,1,7,8,497,19,1.79,17,1,0,1,0,0,0,0.0,0,0,0,0,0,0,34,18,16,17,1,15,29,51.7,14,16,1,15,6,40,6,0,638,12,128,397,114,10,638,9,6,66.7,3,33.3,362,1457,653,7,1,472,2,55,1,3,25.0
Yannick Bolasie,Atacante,6,3,9,6,6.5,6.5,0.9,7.4,52,38,125,0.31,0.16,0.47,0.31,0.47,0.34,0.05,0.39,0.39,60,27,45.0,3.13,1.41,0.1,0.22,17.2,0,0,0.11,-0.5,-0.5,249,374,66.6,3638,928,136,177,76.8,74,108,68.5,16,31,51.6,1.1,2.1,13,22,9,2,361,10,0,1,1,37,249,46,2.4,25,0,9,6,4,2,7,0.37,4,0,2,1,0,0,22,15,5,5,12,7,12,58.3,5,10,1,9,3,25,8,0,582,14,42,229,324,77,582,45,17,37.8,27,60.0,352,2323,1129,24,22,455,18,55,29,38,43.3
